Nome;Valore
austere;0.81
authoritarian;0.95
autocrat;0.87
autocratic;0.95
avalanche;0.78
avarice;0.8
avaricious;0.83
avariciously;0.88
avenge;0.61
averse;0.98
aversion;0.63
aweful;0.62
awful;0.91
awfully;0.92
awfulness;0.64
awkward;0.75
awkwardness;0.74
ax;0.97
babble;0.62
back-logged;0.9
back-wood;0.63
back-woods;0.91
backache;0.89
backaches;0.84
backaching;0.69
backbite;0.73
backbiting;0.88
backward;0.81
backwardness;0.99
backwood;0.9
backwoods;0.84
bad;0.68
badly;0.78
baffle;0.69
baffled;0.84
bafflement;0.63
baffling;0.82
bait;0.76
balk;0.81
banal;0.88
banalize;0.65
bane;0.68
banish;0.82
banishment;0.97
bankrupt;0.83
barbarian;0.75
barbaric;0.95
barbarically;0.94
barbarity;0.82
barbarous;0.97
barbarously;0.81
barren;0.72
baseless;0.73
bash;0.66
bashed;0.9
bashful;0.75
bashing;1
bastard;0.71
bastards;0.88
battered;0.99
battering;0.67
batty;0.6
bearish;0.73
beastly;0.7
bedlam;0.64
bedlamite;0.67
befoul;0.64
beg;0.71
beggar;0.86
beggarly;0.97
begging;0.61
beguile;0.77
belabor;0.69
belated;0.71
beleaguer;0.63
belie;0.91
belittle;0.89
belittled;0.7
belittling;0.84
bellicose;0.86
belligerence;0.82
belligerent;0.96
belligerently;0.8
bemoan;0.68
bemoaning;0.94
bemused;0.71
bent;0.99
berate;0.61
bereave;0.97
bereavement;0.9
bereft;0.75
berserk;0.72
beseech;0.69
beset;0.62
besiege;0.81
besmirch;0.86
bestial;0.75
betray;0.62
betrayal;0.61
betrayals;0.92
betrayer;0.75
betraying;0.76
betrays;1
bewail;0.82
beware;0.79
bewilder;0.73
bewildered;0.67
bewildering;0.91
bewilderingly;0.8
bewilderment;0.84
bewitch;0.97
bias;0.98
biased;0.68
biases;0.87
bicker;0.97
bickering;0.84
bid-rigging;0.89
bigotries;0.72
bigotry;0.62
bitch;0.62
bitchy;0.8
biting;0.64
bitingly;0.74
bitter;0.98
bitterly;0.87
bitterness;0.85
bizarre;0.81
blab;0.82
blabber;0.66
blackmail;0.84
blah;0.73
blame;0.98
blameworthy;0.67
bland;0.87
blandish;0.83
blaspheme;1
blasphemous;0.72
blasphemy;0.81
blasted;0.94
blatant;0.82
blatantly;0.87
blather;0.97
bleak;0.94
bleakly;0.72
bleakness;0.78
bleed;0.84
bleeding;0.85
bleeds;0.99
blemish;0.82
blind;0.83
blinding;0.77
blindingly;0.91
blindside;0.96
blister;0.77
blistering;0.95
bloated;0.68
blockage;0.88
blockhead;0.98
bloodshed;0.73
bloodthirsty;0.64
bloody;0.61
blotchy;0.62
blow;0.87
blunder;0.93
blundering;0.9
blunders;0.99
blunt;0.63
blur;0.67
bluring;0.91
blurred;0.62
blurring;0.61
blurry;0.94
blurs;0.82
blurt;0.62
boastful;0.62
boggle;0.98
bogus;0.8
boil;0.76
boiling;0.78
boisterous;0.69
bomb;0.61
bombard;0.96
bombardment;0.79
bombastic;0.85
bondage;0.96
bonkers;0.86
bore;0.77
bored;0.91
boredom;0.64
bores;0.7
boring;0.71
botch;0.68
bother;0.7
bothered;0.75
bothering;0.85
bothers;0.88
bothersome;0.84
bowdlerize;0.93
boycott;0.88
braggart;0.98
bragger;1
brainless;0.87
brainwash;0.74
brash;0.88
brashly;0.81
brashness;0.62
brat;0.9
bravado;0.65
brazen;0.96
brazenly;0.64
brazenness;0.85
breach;0.97
break;0.97
break-up;0.75
break-ups;0.91
breakdown;0.64
breaking;0.98
breaks;0.95
breakup;0.71
breakups;0.62
bribery;0.97
brimstone;0.85
bristle;0.84
brittle;0.67
broke;0.64
broken;1
broken-hearted;0.66
brood;0.93
browbeat;0.6
bruise;0.91
bruised;0.96
bruises;0.66
bruising;0.8
brusque;0.94
brutal;0.81
brutalising;0.77
brutalities;0.7
brutality;0.74
brutalize;0.77
brutalizing;0.73
brutally;0.82
brute;0.99
brutish;1
bs;0.62
buckle;0.82
bug;0.83
bugging;0.62
buggy;0.83
bugs;0.64
bulkier;0.71
bulkiness;0.76
bulky;0.69
bulkyness;0.9
bull****;0.66
bull----;0.7
bullies;0.87
bullshit;0.94
bullshyt;0.68
bully;0.74
bullying;0.72
bullyingly;0.85
bum;0.68
bump;0.76
bumped;0.69
bumping;0.89
bumpping;0.75
bumps;0.71
bumpy;0.94
bungle;0.89
bungler;0.95
bungling;0.67
bunk;0.96
burden;0.88
burdensome;0.96
burdensomely;0.76
burn;0.75
burned;0.84
burning;0.81
burns;0.77
bust;0.79
busts;0.85
busybody;0.82
butcher;0.94
butchery;0.89
buzzing;0.75
byzantine;0.62
cackle;0.83
calamities;0.8
calamitous;0.71
calamitously;0.73
calamity;0.81
callous;0.69
calumniate;0.97
calumniation;0.8
calumnies;0.77
calumnious;0.76
calumniously;0.74
calumny;0.97
cancer;0.96
cancerous;0.73
cannibal;0.86
cannibalize;0.79
capitulate;0.88
capricious;0.95
capriciously;0.77
capriciousness;0.98
capsize;0.7
careless;0.87
carelessness;0.83
caricature;0.61
carnage;0.94
carp;0.97
cartoonish;0.67
cash-strapped;0.85
castigate;0.77
castrated;0.63
casualty;0.88
cataclysm;0.82
cataclysmal;0.68
cataclysmic;0.63
cataclysmically;0.67
catastrophe;0.7
catastrophes;0.89
catastrophic;0.77
catastrophically;0.92
catastrophies;0.74
caustic;0.73
caustically;0.91
cautionary;0.76
cave;0.62
censure;0.9
chafe;0.69
chaff;0.8
chagrin;0.97
challenging;0.63
chaos;0.98
chaotic;0.99
chasten;0.89
chastise;0.84
chastisement;0.68
chatter;0.98
chatterbox;0.95
cheap;0.76
cheapen;0.76
cheaply;0.66
cheat;0.9
cheated;0.87
cheater;0.89
cheating;0.79
cheats;0.8
checkered;0.71
cheerless;0.63
cheesy;0.67
chide;0.81
childish;0.73
chill;0.89
chilly;0.61
chintzy;0.84
choke;0.82
choleric;0.67
choppy;0.89
chore;0.81
chronic;0.69
chunky;0.71
clamor;1
clamorous;0.72
clash;0.83
cliche;0.97
cliched;0.61
clique;0.75
clog;0.66
clogged;0.82
clogs;0.89
cloud;0.69
clouding;0.98
cloudy;0.97
clueless;0.74
clumsy;0.66
clunky;1
coarse;0.84
cocky;0.87
coerce;0.64
coercion;0.97
coercive;0.61
cold;0.63
coldly;0.78
collapse;0.91
collude;0.74
collusion;0.85
combative;0.91
combust;0.75
comical;0.81
commiserate;0.75
commonplace;0.92
commotion;0.67
commotions;0.65
complacent;0.67
complain;0.72
complained;0.99
complaining;0.67
complains;0.7
complaint;0.67
complaints;0.63
complex;0.84
complicated;0.77
complication;0.82
complicit;0.61
compulsion;0.74
compulsive;0.8
concede;0.7
conceded;1
conceit;0.85
conceited;0.94
concen;0.87
concens;0.95
concern;0.8
concerned;0.76
concerns;0.96
concession;0.61
concessions;0.82
condemn;0.77
condemnable;0.91
condemnation;0.63
condemned;0.8
condemns;0.79
condescend;0.62
condescending;0.79
condescendingly;0.88
condescension;0.79
confess;0.78
confession;0.69
confessions;0.75
confined;0.75
conflict;0.99
conflicted;0.74
conflicting;0.78
conflicts;0.95
confound;0.79
confounded;0.64
confounding;0.87
confront;0.81
confrontation;0.98
confrontational;0.91
confuse;0.82
confused;0.98
confuses;0.68
confusing;0.9
confusion;0.77
confusions;0.85
congested;0.67
congestion;0.64
cons;0.92
conscons;0.68
conservative;0.83
conspicuous;0.6
conspicuously;0.91
conspiracies;0.7
conspiracy;0.9
conspirator;0.66
conspiratorial;0.8
conspire;0.68
consternation;0.83
contagious;0.81
contaminate;0.77
contaminated;0.7
contaminates;0.96
contaminating;0.93
contamination;0.87
contempt;0.9
contemptible;0.89
contemptuous;0.62
contemptuously;0.72
contend;0.95
contention;0.76
contentious;0.89
contort;0.95
contortions;0.76
contradict;0.67
contradiction;0.77
contradictory;0.89
contrariness;0.83
contravene;0.82
contrive;0.84
contrived;0.7
controversial;0.72
controversy;0.63
convoluted;0.99
corrode;0.63
corrosion;0.62
corrosions;0.97
corrosive;0.61
corrupt;0.78
corrupted;0.62
corrupting;0.98
corruption;0.66
corrupts;0.66
corruptted;0.66
costlier;0.89
costly;0.7
counter-productive;0.68
counterproductive;0.73
coupists;0.93
covetous;0.96
coward;0.64
cowardly;0.95
crabby;0.83
crack;0.83
cracked;0.94
cracks;0.8
craftily;0.89
craftly;0.95
crafty;0.75
cramp;0.98
cramped;0.6
cramping;0.9
cranky;0.91
crap;0.63
crappy;0.82
craps;0.72
crash;0.81
crashed;0.97
crashes;0.72
crashing;0.86
crass;0.92
craven;0.69
cravenly;0.67
craze;0.75
crazily;0.74
craziness;0.94
crazy;0.87
creak;0.63
creaking;0.64
creaks;0.66
credulous;0.86
creep;0.83
creeping;0.86
creeps;0.71
creepy;0.67
crept;0.94
crime;0.76
criminal;0.98
cringe;0.66
cringed;0.79
cringes;0.77
cripple;0.7
crippled;0.67
cripples;0.88
crippling;0.67
crisis;0.62
critic;0.88
critical;0.62
criticism;0.83
criticisms;0.96
criticize;0.68
criticized;0.6
criticizing;0.66
critics;0.64
cronyism;0.98
crook;0.69
crooked;0.76
crooks;0.72
crowded;0.82
crowdedness;0.8
crude;0.7
cruel;0.7
crueler;0.72
cruelest;0.93
cruelly;0.86
cruelness;0.63
cruelties;0.89
cruelty;0.91
crumble;0.97
crumbling;0.9
crummy;0.91
crumple;0.97
crumpled;0.97
crumples;0.78
crush;0.89
crushed;0.62
crushing;0.78
cry;0.98
culpable;0.72
culprit;0.97
cumbersome;0.66
cunt;0.73
cunts;0.8
cuplrit;0.78
curse;0.93
cursed;0.63
curses;0.62
curt;0.84
cuss;0.66
cussed;0.76
cutthroat;0.8
cynical;0.73
cynicism;0.86
d*mn;0.72
damage;0.77
damaged;0.71
damages;0.99
damaging;0.68
damn;0.69
damnable;0.76
damnably;0.93
damnation;0.71
damned;0.72
damning;0.81
damper;0.62
danger;0.84
dangerous;0.92
dangerousness;0.75
dark;0.88
darken;0.98
darkened;0.97
darker;0.63
darkness;0.62
dastard;0.8
dastardly;0.67
daunt;0.93
daunting;0.64
dauntingly;0.78
dawdle;0.77
daze;0.7
dazed;0.75
dead;0.91
deadbeat;0.88
deadlock;1
deadly;0.76
deadweight;0.62
deaf;0.96
dearth;0.96
death;0.63
debacle;0.85
debase;0.82
debasement;0.98
debaser;0.63
debatable;0.96
debauch;0.93
debaucher;0.99
debauchery;0.67
debilitate;0.96
debilitating;0.67
debility;0.96
debt;0.89
debts;0.66
decadence;0.74
decadent;0.81
decay;0.99
decayed;0.8
deceit;0.8
deceitful;0.68
deceitfully;0.98
deceitfulness;0.95
deceive;0.71
deceiver;0.78
deceivers;0.99
deceiving;0.9
deception;0.82
deceptive;0.91
deceptively;0.95
declaim;0.73
decline;0.92
declines;0.97
declining;0.89
decrement;0.76
decrepit;0.64
decrepitude;0.97
decry;0.9
defamation;0.99
defamations;0.66
defamatory;0.95
defame;0.97
defect;0.84
defective;0.91
defects;0.92
defensive;0.84
defiance;0.95
defiant;0.74
defiantly;0.91
deficiencies;0.72
deficiency;0.66
deficient;0.84
defile;0.75
defiler;0.88
deform;0.62
deformed;0.81
defrauding;0.7
defunct;0.68
defy;0.71
degenerate;0.71
degenerately;0.85
degeneration;0.69
degradation;0.6
degrade;0.97
degrading;0.98
degradingly;0.93
dehumanization;0.85
dehumanize;0.99
deign;0.79
deject;0.92
dejected;0.87
dejectedly;0.9
dejection;0.93
delay;0.97
delayed;0.63
delaying;0.69
delays;0.94
delinquency;0.88
delinquent;0.73
delirious;0.88
delirium;0.69
delude;0.82
deluded;0.74
deluge;0.98
delusion;0.98
delusional;0.69
delusions;0.83
demean;0.74
demeaning;0.69
demise;0.71
demolish;0.77
demolisher;0.97
demon;0.91
demonic;0.68
demonize;0.68
demonized;0.8
demonizes;0.99
demonizing;0.82
demoralize;0.71
demoralizing;0.95
demoralizingly;0.91
denial;0.79
denied;0.6
denies;0.94
denigrate;0.82
denounce;0.95
dense;0.7
dent;0.65
dented;0.66
dents;0.96
denunciate;0.9
denunciation;0.74
denunciations;0.77
deny;0.72
denying;0.88
deplete;0.69
deplorable;0.73
deplorably;0.81
deplore;0.89
deploring;0.76
deploringly;0.95
deprave;0.65
depraved;0.79
depravedly;0.98
deprecate;0.92
depress;0.73
depressed;0.98
depressing;0.79
depressingly;0.71
depression;0.84
depressions;0.64
deprive;0.73
deprived;0.77
deride;0.77
derision;0.98
derisive;0.81
derisively;0.63
derisiveness;0.73
derogatory;0.76
desecrate;0.62
desert;0.67
desertion;0.65
desiccate;0.85
desiccated;0.67
desititute;0.66
desolate;1
desolately;0.94
desolation;0.99
despair;0.72
despairing;0.68
despairingly;0.63
desperate;0.75
desperately;0.76
desperation;0.91
despicable;0.75
despicably;0.94
despise;0.86
despised;0.98
despoil;0.67
despoiler;0.72
despondence;0.92
despondency;0.87
despondent;0.69
despondently;0.91
despot;0.72
despotic;0.96
despotism;0.87
destabilisation;0.83
destains;0.73
destitute;0.68
destitution;0.9
destroy;0.75
destroyer;0.7
destruction;0.73
destructive;0.64
desultory;0.87
deter;0.92
deteriorate;1
deteriorating;0.83
deterioration;0.95
deterrent;0.96
detest;0.63
detestable;0.86
detestably;0.98
detested;0.91
detesting;0.91
detests;0.79
detract;0.96
detracted;0.91
detracting;0.84
detraction;0.67
detracts;0.93
detriment;0.7
detrimental;0.85
devastate;0.72
devastated;0.83
devastates;0.7
devastating;0.89
devastatingly;0.79
devastation;0.86
deviate;0.93
deviation;0.66
devil;0.7
devilish;0.86
devilishly;0.8
devilment;0.89
devilry;0.87
devious;0.77
deviously;0.93
deviousness;0.8
devoid;0.63
diabolic;0.89
diabolical;0.62
diabolically;0.95
diametrically;0.98
diappointed;0.71
diatribe;0.99
diatribes;0.97
dick;0.82
dictator;0.8
dictatorial;0.73
die;0.79
die-hard;0.64
died;0.93
dies;0.98
difficult;0.88
difficulties;0.86
difficulty;0.69
diffidence;0.76
dilapidated;0.65
dilemma;0.88
dilly-dally;0.72
dim;0.89
dimmer;0.98
din;0.98
ding;0.75
dings;0.66
dinky;0.91
dire;0.93
direly;0.68
direness;0.78
dirt;0.79
dirtbag;0.8
dirtbags;0.86
dirts;0.83
dirty;1
disable;0.66
disabled;1
disaccord;0.95
disadvantage;0.98
disadvantaged;0.7
disadvantageous;0.98
disadvantages;0.63
disaffect;0.61
disaffected;0.76
disaffirm;0.84
disagree;0.91
disagreeable;0.73
disagreeably;0.93
disagreed;0.61
disagreeing;0.82
disagreement;0.97
disagrees;0.66
disallow;0.97
disapointed;0.82
disapointing;0.71
disapointment;0.9
disappoint;0.95
disappointed;0.9
disappointing;0.78
disappointingly;0.69
disappointment;0.62
disappointments;0.73
disappoints;0.7
disapprobation;0.91
disapproval;0.69
disapprove;0.89
disapproving;0.65
disarm;0.95
disarray;0.7
disaster;0.86
disasterous;0.78
disastrous;0.66
disastrously;0.94
disavow;0.71
disavowal;0.62
disbelief;0.67
disbelieve;0.7
disbeliever;0.72
disclaim;0.77
discombobulate;0.8
discomfit;0.96
discomfititure;0.99
discomfort;0.66
discompose;0.96
disconcert;0.63
disconcerted;0.8
disconcerting;0.85
disconcertingly;0.71
disconsolate;0.89
disconsolately;0.83
disconsolation;0.86
discontent;0.75
discontented;0.87
discontentedly;0.95
discontinued;0.65
discontinuity;0.93
discontinuous;0.82
discord;0.69
discordance;0.79
discordant;0.96
discountenance;0.75
discourage;0.73
discouragement;0.61
discouraging;0.93
discouragingly;0.96
discourteous;0.72
discourteously;0.66
discoutinous;0.81
discredit;0.79
discrepant;0.62
discriminate;0.75
discrimination;0.82
discriminatory;0.66
disdain;0.94
disdained;0.98
disdainful;0.94
disdainfully;0.76
disfavor;0.63
disgrace;0.97
disgraced;0.88
disgraceful;0.73
disgracefully;0.93
disgruntle;0.7
disgruntled;0.86
disgust;0.89
disgusted;0.93
disgustedly;0.82
disgustful;0.65
disgustfully;0.87
disgusting;0.62
disgustingly;0.92
dishearten;0.76
disheartening;0.73
dishearteningly;0.82
dishonest;0.69
dishonestly;0.76
dishonesty;0.68
dishonor;0.66
dishonorable;0.84
dishonorablely;0.81
disillusion;0.7
disillusioned;0.64
disillusionment;0.95
disillusions;0.6
disinclination;0.79
disinclined;0.98
disingenuous;0.92
disingenuously;0.74
disintegrate;0.85
disintegrated;1
disintegrates;0.88
disintegration;0.95
disinterest;0.68
disinterested;0.72
dislike;0.69
disliked;0.76
dislikes;0.84
disliking;0.97
dislocated;0.66
disloyal;0.75
disloyalty;0.86
dismal;0.8
dismally;0.97
dismalness;0.94
dismay;0.78
dismayed;0.61
dismaying;0.91
dismayingly;0.61
dismissive;0.98
dismissively;0.88
disobedience;0.71
disobedient;0.7
disobey;0.94
disoobedient;0.72
disorder;0.73
disordered;0.94
disorderly;0.98
disorganized;1
disorient;0.85
disoriented;0.7
disown;1
disparage;0.66
disparaging;0.75
disparagingly;0.8
dispensable;0.73
dispirit;0.86
dispirited;0.81
dispiritedly;0.65
dispiriting;0.96
displace;0.76
displaced;0.88
displease;0.89
displeased;0.91
displeasing;0.65
displeasure;0.95
disproportionate;0.88
disprove;0.84
disputable;0.94
dispute;0.96
disputed;0.85
disquiet;0.98
disquieting;0.68
disquietingly;1
disquietude;0.74
disregard;0.97
disregardful;0.97
disreputable;0.93
disrepute;0.84
disrespect;0.71
disrespectable;0.78
disrespectablity;0.76
disrespectful;0.66
disrespectfully;0.81
disrespectfulness;1
disrespecting;0.71
disrupt;0.66
disruption;0.65
disruptive;0.99
diss;0.66
dissapointed;0.98
dissappointed;0.66
dissappointing;0.7
dissatisfaction;0.92
dissatisfactory;0.61
dissatisfied;0.64
dissatisfies;0.85
dissatisfy;0.83
dissatisfying;0.6
dissed;0.68
dissemble;0.98
dissembler;0.82
dissension;0.63
dissent;0.86
dissenter;0.84
dissention;0.71
disservice;0.76
disses;0.86
dissidence;0.66
dissident;0.88
dissidents;0.98
dissing;0.87
dissocial;0.99
dissolute;0.76
dissolution;0.9
dissonance;0.65
dissonant;0.66
dissonantly;0.97
dissuade;0.66
dissuasive;0.89
distains;0.83
distaste;0.86
distasteful;0.97
distastefully;0.99
distort;0.88
distorted;0.98
distortion;0.6
distorts;0.78
distract;0.75
distracting;0.66
distraction;0.91
distraught;0.98
distraughtly;0.93
distraughtness;0.76
distress;0.77
distressed;0.99
distressing;0.89
distressingly;0.98
distrust;0.96
distrustful;0.84
distrusting;0.67
disturb;0.77
disturbance;0.63
disturbed;0.62
disturbing;0.78
disturbingly;0.99
disunity;0.8
disvalue;0.99
divergent;0.74
divisive;0.99
divisively;0.91
divisiveness;0.7
dizzing;0.93
dizzingly;0.69
dizzy;0.63
doddering;0.94
dodgey;0.98
dogged;0.79
doggedly;0.92
dogmatic;0.87
doldrums;0.94
domineer;0.76
domineering;0.86
donside;0.96
doom;0.95
doomed;0.92
doomsday;0.96
dope;0.91
doubt;0.84
doubtful;0.97
doubtfully;0.75
doubts;0.78
douchbag;0.94
douchebag;0.64
douchebags;0.71
downbeat;0.61
downcast;0.79
downer;1
downfall;0.79
downfallen;0.79
downgrade;0.63
downhearted;0.87
downheartedly;0.73
downhill;0.85
downside;0.69
downsides;0.74
downturn;0.82
downturns;0.74
drab;0.89
draconian;0.76
draconic;0.76
drag;0.66
dragged;0.91
dragging;0.75
dragoon;0.74
drags;0.79
drain;0.75
drained;0.92
draining;0.79
drains;0.82
drastic;0.97
drastically;0.91
drawback;0.78
drawbacks;0.68
dread;0.84
dreadful;0.81
dreadfully;0.86
dreadfulness;0.64
dreary;0.7
dripped;0.67
dripping;0.96
drippy;0.69
drips;0.91
drones;0.87
droop;0.79
droops;0.86
drop-out;0.87
drop-outs;0.71
dropout;0.78
dropouts;0.98
drought;0.8
drowning;0.79
drunk;0.71
drunkard;0.66
drunken;0.83
dubious;0.63
dubiously;0.74
dubitable;0.81
dud;0.76
dull;0.93
dullard;0.82
dumb;0.81
dumbfound;0.83
dump;0.83
dumped;0.85
dumping;0.97
dumps;0.65
dunce;0.74
dungeon;0.62
dungeons;0.78
dupe;0.87
dust;0.81
dusty;0.93
dwindling;0.85
dying;0.66
earsplitting;0.82
eccentric;0.67
eccentricity;0.73
effigy;0.65
effrontery;0.64
egocentric;0.83
egomania;0.79
egotism;0.91
egotistical;0.88
egotistically;0.7
egregious;0.73
egregiously;0.67
election-rigger;0.63
elimination;0.79
emaciated;0.94
emasculate;0.91
embarrass;0.94
embarrassing;0.83
embarrassingly;0.67
embarrassment;0.9
embattled;0.95
embroil;0.77
embroiled;0.9
embroilment;0.68
emergency;0.9
emphatic;0.84
emphatically;0.74
emptiness;0.71
encroach;0.76
encroachment;0.98
endanger;0.63
enemies;0.83
enemy;0.92
enervate;0.99
enfeeble;0.92
enflame;0.8
engulf;0.64
enjoin;0.89
enmity;0.67
enrage;0.81
enraged;0.97
enraging;0.71
enslave;0.94
entangle;0.79
entanglement;0.97
entrap;0.64
entrapment;0.73
envious;0.84
enviously;0.7
enviousness;0.71
epidemic;0.79
equivocal;0.82
erase;0.74
erode;0.82
erodes;0.84
erosion;0.85
err;0.86
errant;0.78
erratic;0.83
erratically;0.69
erroneous;0.62
erroneously;0.84
error;0.83
errors;0.98
eruptions;0.85
escapade;0.78
eschew;0.86
estranged;0.98
evade;0.94
evasion;0.87
evasive;0.62
evil;0.66
evildoer;0.9
evils;0.86
eviscerate;0.97
exacerbate;0.68
exagerate;0.91
exagerated;0.74
exagerates;0.89
exaggerate;0.68
exaggeration;0.7
exasperate;0.66
exasperated;0.74
exasperating;0.82
exasperatingly;0.64
exasperation;0.62
excessive;0.84
excessively;0.76
exclusion;0.64
excoriate;0.65
excruciating;0.91
excruciatingly;0.84
excuse;0.81
excuses;0.85
execrate;0.86
exhaust;0.69
exhausted;0.83
exhaustion;0.97
exhausts;0.86
exhorbitant;0.64
exhort;0.76
exile;0.8
exorbitant;0.7
exorbitantance;0.62
exorbitantly;0.68
expel;0.97
expensive;0.85
expire;0.77
expired;0.89
explode;0.79
exploit;0.96
exploitation;0.99
explosive;0.96
expropriate;0.88
expropriation;0.93
expulse;0.96
expunge;0.99
exterminate;0.89
extermination;0.67
extinguish;0.81
extort;0.84
extortion;0.94
extraneous;0.84
extravagance;0.81
extravagant;0.87
extravagantly;0.87
extremism;0.91
extremist;0.93
extremists;0.84
eyesore;0.71
f**k;0.92
fabricate;0.88
fabrication;0.9
facetious;0.62
facetiously;0.85
fail;0.99
failed;0.61
failing;0.86
fails;0.85
failure;0.74
failures;0.78
faint;0.73
fainthearted;0.89
faithless;0.8
fake;0.99
fall;0.94
fallacies;0.92
fallacious;0.77
fallaciously;0.92
fallaciousness;0.61
fallacy;0.78
fallen;0.78
falling;0.76
fallout;0.62
falls;0.72
false;0.86
falsehood;0.72
falsely;0.68
falsify;0.85
falter;0.7
faltered;0.84
famine;0.96
famished;0.89
fanatic;0.89
fanatical;0.88
fanatically;0.7
fanaticism;0.67
fanatics;0.62
fanciful;0.85
far-fetched;0.95
farce;0.91
farcical;0.92
farcical-yet-provocative;0.73
farcically;0.99
farfetched;0.8
fascism;0.77
fascist;0.75
fastidious;0.74
fastidiously;0.87
fastuous;0.61
fat;0.8
fat-cat;0.73
fat-cats;0.66
fatal;0.98
fatalistic;0.99
fatalistically;0.66
fatally;0.7
fatcat;0.9
fatcats;0.94
fateful;0.83
fatefully;0.89
fathomless;0.91
fatigue;0.82
fatigued;0.96
fatique;0.81
fatty;0.86
fatuity;0.83
fatuous;0.67
fatuously;0.89
fault;0.98
faults;0.71
faulty;0.96
fawningly;0.71
faze;0.78
fear;0.75
fearful;0.92
fearfully;0.99
fears;0.79
fearsome;0.63
feckless;0.7
feeble;0.9
feeblely;0.89
feebleminded;0.89
feign;0.75
feint;0.67
fell;0.65
felon;0.65
felonious;0.84
ferociously;0.7
ferocity;0.96
fetid;0.7
fever;0.87
feverish;0.95
fevers;0.99
fiasco;0.75
fib;0.77
fibber;0.97
fickle;0.99
fiction;0.94
fictional;0.86
fictitious;0.92
fidget;0.77
fidgety;0.88
fiend;0.76
fiendish;0.69
fierce;0.94
figurehead;0.75
filth;0.69
filthy;0.87
finagle;0.64
finicky;0.81
