Nome;Valore
blinding;0.02
blindingly;0.2
blindside;0.11
blister;0.15
blistering;0.09
bloated;0.08
blockage;0.1
blockhead;0.2
bloodshed;0.18
bloodthirsty;0.18
bloody;0.05
blotchy;0.02
blow;0.09
blunder;0.09
blundering;0.17
blunders;0.12
blunt;0.19
blur;0.11
bluring;0.16
blurred;0.1
blurring;0.1
blurry;0.03
blurs;0.18
blurt;0.17
boastful;0.01
boggle;0
bogus;0.2
boil;0.01
boiling;0.18
boisterous;0.13
bomb;0.07
bombard;0.04
bombardment;0.19
bombastic;0.11
bondage;0
bonkers;0.17
bore;0.13
bored;0.06
boredom;0.12
bores;0.17
boring;0.1
botch;0.17
bother;0
bothered;0.16
bothering;0.07
bothers;0.17
bothersome;0.2
bowdlerize;0.07
boycott;0.08
braggart;0.18
bragger;0.04
brainless;0.13
brainwash;0.19
brash;0.04
brashly;0.09
brashness;0.1
brat;0.2
bravado;0.03
brazen;0.17
brazenly;0.11
brazenness;0.06
breach;0.17
break;0.1
break-up;0.09
break-ups;0.07
breakdown;0.06
breaking;0.12
breaks;0.15
breakup;0.08
breakups;0.02
bribery;0.02
brimstone;0.09
bristle;0.03
brittle;0.01
broke;0.13
broken;0.15
broken-hearted;0.11
brood;0.11
browbeat;0.12
bruise;0.01
bruised;0.04
bruises;0.2
bruising;0.16
brusque;0.08
brutal;0.08
brutalising;0.09
brutalities;0.1
brutality;0.09
brutalize;0.18
brutalizing;0.15
brutally;0.05
brute;0.03
brutish;0.06
bs;0
buckle;0.2
bug;0.03
bugging;0.06
buggy;0.14
bugs;0.13
bulkier;0.14
bulkiness;0.14
bulky;0.08
bulkyness;0.13
bull****;0.2
bull----;0.17
bullies;0.06
bullshit;0.19
bullshyt;0.19
bully;0.01
bullying;0.09
bullyingly;0.02
bum;0.18
bump;0.09
bumped;0.11
bumping;0.12
bumpping;0.12
bumps;0
bumpy;0.02
bungle;0.16
bungler;0.14
bungling;0.02
bunk;0.11
burden;0.14
burdensome;0.13
burdensomely;0.09
burn;0.16
burned;0.11
burning;0.12
burns;0.09
bust;0.05
busts;0.01
busybody;0.05
butcher;0.07
butchery;0.14
buzzing;0.04
byzantine;0.19
cackle;0.17
calamities;0.03
calamitous;0.19
calamitously;0.03
calamity;0.13
callous;0.03
calumniate;0.09
calumniation;0.1
calumnies;0.15
calumnious;0.19
calumniously;0.13
calumny;0.17
cancer;0.15
cancerous;0.01
cannibal;0.2
cannibalize;0.04
capitulate;0
capricious;0.1
capriciously;0.17
capriciousness;0.17
capsize;0.19
careless;0.17
carelessness;0.12
caricature;0.08
carnage;0.13
carp;0.18
cartoonish;0.12
cash-strapped;0.19
castigate;0.17
castrated;0.09
casualty;0.14
cataclysm;0.17
cataclysmal;0.12
cataclysmic;0.12
cataclysmically;0.05
catastrophe;0
catastrophes;0.17
catastrophic;0.07
catastrophically;0.2
catastrophies;0.17
caustic;0.07
caustically;0
cautionary;0.01
cave;0.03
censure;0.05
chafe;0.18
chaff;0.2
chagrin;0.18
challenging;0.06
chaos;0.11
chaotic;0.2
chasten;0.04
chastise;0.12
chastisement;0.02
chatter;0.18
chatterbox;0.17
cheap;0.17
cheapen;0.2
cheaply;0.2
cheat;0.04
cheated;0.09
cheater;0.07
cheating;0.02
cheats;0.13
checkered;0.08
cheerless;0.11
cheesy;0.09
chide;0.16
childish;0.02
chill;0.17
chilly;0.13
chintzy;0.05
choke;0.18
choleric;0.18
choppy;0.12
chore;0.09
chronic;0.16
chunky;0.12
clamor;0.13
clamorous;0.16
clash;0.05
cliche;0.19
cliched;0.05
clique;0.07
clog;0.19
clogged;0.13
clogs;0.04
cloud;0.15
clouding;0.16
cloudy;0.05
clueless;0.16
clumsy;0.04
clunky;0.13
coarse;0.13
cocky;0.04
coerce;0.2
coercion;0.05
coercive;0.12
cold;0
coldly;0.19
collapse;0.09
collude;0.18
collusion;0.03
combative;0.13
combust;0.15
comical;0.03
commiserate;0.07
commonplace;0.18
commotion;0.03
commotions;0.12
complacent;0.03
complain;0.06
complained;0.02
complaining;0.13
complains;0.13
complaint;0.08
complaints;0.03
complex;0.01
complicated;0.1
complication;0.09
complicit;0.1
compulsion;0.17
compulsive;0.18
concede;0
conceded;0.05
conceit;0.09
conceited;0.09
concen;0.17
concens;0.12
concern;0.14
concerned;0.05
concerns;0.03
concession;0.14
concessions;0.08
condemn;0.03
condemnable;0.14
condemnation;0.06
condemned;0.03
condemns;0.19
condescend;0.09
condescending;0.08
condescendingly;0.12
condescension;0.06
confess;0.16
confession;0.2
confessions;0.11
confined;0.17
conflict;0.1
conflicted;0.06
conflicting;0.2
conflicts;0.04
confound;0.01
confounded;0.11
confounding;0.02
confront;0.08
confrontation;0.05
confrontational;0.04
confuse;0.17
confused;0.04
confuses;0.04
confusing;0.06
confusion;0.02
confusions;0.1
congested;0.19
congestion;0.14
cons;0.01
conscons;0.08
conservative;0.03
conspicuous;0
conspicuously;0.19
conspiracies;0.02
conspiracy;0.04
conspirator;0.01
conspiratorial;0.2
conspire;0.1
consternation;0.05
contagious;0.18
contaminate;0.15
contaminated;0.2
contaminates;0.01
contaminating;0.2
contamination;0.02
contempt;0.05
contemptible;0.14
contemptuous;0.16
contemptuously;0.11
contend;0.05
contention;0.08
contentious;0
contort;0.19
contortions;0.08
contradict;0.12
contradiction;0.11
contradictory;0.11
contrariness;0.02
contravene;0.2
contrive;0.05
contrived;0.08
controversial;0.19
controversy;0.19
convoluted;0.12
corrode;0.07
corrosion;0.16
corrosions;0.03
corrosive;0.08
corrupt;0.06
corrupted;0.01
corrupting;0.14
corruption;0.11
corrupts;0.16
corruptted;0.04
costlier;0.09
costly;0.05
counter-productive;0.01
counterproductive;0.02
coupists;0.12
covetous;0.03
coward;0.04
cowardly;0.09
crabby;0.07
crack;0.08
cracked;0.01
cracks;0.05
craftily;0.07
craftly;0.03
crafty;0.13
cramp;0.01
cramped;0.07
cramping;0.13
cranky;0.17
crap;0.09
crappy;0.1
craps;0.06
crash;0.03
crashed;0.08
crashes;0.01
crashing;0.03
crass;0.18
craven;0.02
cravenly;0.01
craze;0.1
crazily;0.16
craziness;0.16
crazy;0.1
creak;0.11
creaking;0.06
creaks;0.19
credulous;0.07
creep;0.11
creeping;0.2
creeps;0.1
creepy;0.04
crept;0.03
crime;0.19
criminal;0.07
cringe;0.01
cringed;0.13
cringes;0.2
cripple;0.05
crippled;0.13
cripples;0.04
crippling;0.16
crisis;0.03
critic;0.01
critical;0.19
criticism;0.09
criticisms;0.14
criticize;0.11
criticized;0.03
criticizing;0.09
critics;0.08
cronyism;0.16
crook;0.03
crooked;0.01
crooks;0.16
crowded;0.16
crowdedness;0.12
crude;0.12
cruel;0.02
crueler;0.08
cruelest;0.05
cruelly;0
cruelness;0.08
cruelties;0.05
cruelty;0.19
crumble;0.02
crumbling;0.08
crummy;0.1
crumple;0.02
crumpled;0.19
crumples;0.18
crush;0.03
crushed;0.08
crushing;0.19
cry;0.09
culpable;0.14
culprit;0.15
cumbersome;0.05
cunt;0.13
cunts;0.2
cuplrit;0.19
curse;0.05
cursed;0.03
curses;0.03
curt;0.18
cuss;0.02
cussed;0.13
cutthroat;0
cynical;0.17
cynicism;0.19
d*mn;0.08
damage;0.04
damaged;0.04
damages;0.08
damaging;0.18
damn;0.09
damnable;0.12
damnably;0.03
damnation;0.14
damned;0.05
damning;0.03
damper;0.15
danger;0.13
dangerous;0.04
dangerousness;0.09
dark;0.06
darken;0.17
darkened;0.19
darker;0.1
darkness;0.07
dastard;0.05
dastardly;0.07
daunt;0.1
daunting;0.09
dauntingly;0.05
dawdle;0.02
daze;0.16
dazed;0.12
dead;0.02
deadbeat;0.05
deadlock;0.13
deadly;0.08
deadweight;0.15
deaf;0.04
dearth;0.15
death;0.14
debacle;0
debase;0.16
debasement;0.06
debaser;0.05
debatable;0.01
debauch;0.11
debaucher;0.16
debauchery;0.07
debilitate;0.16
debilitating;0.09
debility;0.04
debt;0.2
debts;0.19
decadence;0.08
decadent;0.2
decay;0.15
decayed;0.15
deceit;0.11
deceitful;0.16
deceitfully;0.09
deceitfulness;0.15
deceive;0.14
deceiver;0.16
deceivers;0.01
deceiving;0.13
deception;0.12
deceptive;0.16
deceptively;0.12
declaim;0.18
decline;0.1
declines;0.13
declining;0.18
decrement;0.11
decrepit;0.04
decrepitude;0.18
decry;0.08
defamation;0.19
defamations;0.12
defamatory;0.15
defame;0.07
defect;0.04
defective;0.03
defects;0.04
defensive;0.12
defiance;0.1
defiant;0.05
defiantly;0.09
deficiencies;0.19
deficiency;0.04
deficient;0.14
defile;0.08
defiler;0.11
deform;0.07
deformed;0.09
defrauding;0.06
defunct;0.09
defy;0.2
degenerate;0.12
degenerately;0.11
degeneration;0.04
degradation;0.12
degrade;0
degrading;0.03
degradingly;0.14
dehumanization;0.14
dehumanize;0.2
deign;0.11
deject;0.16
dejected;0.19
dejectedly;0.14
dejection;0.02
delay;0.01
delayed;0.15
delaying;0.12
delays;0.17
delinquency;0.08
delinquent;0.14
delirious;0.01
delirium;0.16
delude;0.16
deluded;0.03
deluge;0.16
delusion;0.05
delusional;0.01
delusions;0.04
demean;0.03
demeaning;0.14
demise;0.02
demolish;0.07
demolisher;0.08
demon;0.18
demonic;0.01
demonize;0.15
demonized;0.12
demonizes;0.04
demonizing;0.08
demoralize;0.13
demoralizing;0.17
demoralizingly;0.17
denial;0.19
denied;0.08
denies;0.06
denigrate;0.06
denounce;0.15
dense;0.18
dent;0.03
dented;0.19
dents;0.02
denunciate;0.16
denunciation;0.2
denunciations;0.06
deny;0.14
denying;0.17
deplete;0.03
deplorable;0.12
deplorably;0.15
deplore;0.15
deploring;0.04
deploringly;0.15
deprave;0.13
depraved;0.1
depravedly;0.07
deprecate;0.03
depress;0.13
depressed;0.1
depressing;0.03
depressingly;0.13
depression;0.02
depressions;0.11
deprive;0.08
deprived;0.09
deride;0.18
derision;0.1
derisive;0.14
derisively;0.14
derisiveness;0.08
derogatory;0.04
desecrate;0.02
desert;0.08
desertion;0.16
desiccate;0.06
desiccated;0.09
desititute;0.03
desolate;0.16
desolately;0.18
desolation;0.08
despair;0.02
despairing;0.06
despairingly;0.18
desperate;0.02
desperately;0.16
desperation;0.02
despicable;0.11
despicably;0
despise;0
despised;0.02
despoil;0.08
despoiler;0.2
despondence;0.11
despondency;0.07
despondent;0.06
despondently;0.06
despot;0.17
despotic;0.12
despotism;0.19
destabilisation;0.08
destains;0.01
destitute;0.13
destitution;0.11
destroy;0.05
destroyer;0.1
destruction;0.05
destructive;0.06
desultory;0.06
deter;0.15
deteriorate;0.06
deteriorating;0.08
deterioration;0.18
deterrent;0.19
detest;0.09
detestable;0.1
detestably;0.19
detested;0.02
detesting;0.01
detests;0.17
detract;0.05
detracted;0.14
detracting;0.18
detraction;0.07
detracts;0.02
detriment;0.15
detrimental;0.04
devastate;0.14
devastated;0.03
devastates;0.03
devastating;0.2
devastatingly;0.06
devastation;0.16
deviate;0.08
deviation;0.14
devil;0.14
devilish;0.05
devilishly;0.1
devilment;0.02
devilry;0.01
devious;0.13
deviously;0.17
deviousness;0.06
devoid;0.06
diabolic;0.12
diabolical;0.18
diabolically;0.05
diametrically;0.1
diappointed;0.02
diatribe;0.12
diatribes;0.15
dick;0.08
dictator;0.18
dictatorial;0.08
die;0.03
die-hard;0.17
died;0.09
dies;0
difficult;0.04
difficulties;0.04
difficulty;0.01
diffidence;0.19
dilapidated;0.14
dilemma;0.14
dilly-dally;0.09
dim;0.14
dimmer;0.08
din;0.17
ding;0.14
dings;0.11
dinky;0.12
dire;0.07
direly;0.07
direness;0.18
dirt;0.07
dirtbag;0.09
dirtbags;0.17
dirts;0.06
dirty;0.08
disable;0.14
disabled;0.07
disaccord;0.06
disadvantage;0.12
disadvantaged;0.14
disadvantageous;0.03
disadvantages;0.12
disaffect;0.06
disaffected;0.19
disaffirm;0.03
disagree;0.14
disagreeable;0.1
disagreeably;0.04
disagreed;0.12
disagreeing;0.1
disagreement;0.13
disagrees;0.04
disallow;0.11
disapointed;0.03
disapointing;0.18
disapointment;0.02
disappoint;0.17
disappointed;0.18
disappointing;0.16
disappointingly;0.17
disappointment;0.04
disappointments;0.06
disappoints;0.13
disapprobation;0.01
disapproval;0.05
disapprove;0.17
disapproving;0.17
disarm;0.03
disarray;0.13
disaster;0.09
disasterous;0.03
disastrous;0.17
disastrously;0.06
disavow;0
disavowal;0.09
disbelief;0.2
disbelieve;0.19
disbeliever;0.04
disclaim;0.2
discombobulate;0.05
discomfit;0.19
discomfititure;0.16
discomfort;0.16
discompose;0
disconcert;0.13
disconcerted;0.16
disconcerting;0.17
disconcertingly;0.09
disconsolate;0.06
disconsolately;0.12
disconsolation;0
discontent;0.11
discontented;0.16
discontentedly;0.13
discontinued;0.17
discontinuity;0.07
discontinuous;0.06
discord;0.08
discordance;0.06
discordant;0.02
discountenance;0.03
discourage;0.03
discouragement;0.1
discouraging;0.03
discouragingly;0.16
discourteous;0.15
discourteously;0.12
discoutinous;0.01
discredit;0.2
discrepant;0.03
discriminate;0.18
discrimination;0.15
discriminatory;0.05
disdain;0.17
disdained;0.07
disdainful;0.12
disdainfully;0.1
disfavor;0.13
disgrace;0.07
disgraced;0.16
disgraceful;0.02
disgracefully;0.08
disgruntle;0
disgruntled;0.11
disgust;0.07
disgusted;0.12
disgustedly;0.18
disgustful;0.04
disgustfully;0.13
disgusting;0.06
disgustingly;0.09
dishearten;0.05
disheartening;0.09
dishearteningly;0.08
dishonest;0.16
dishonestly;0.01
dishonesty;0.19
dishonor;0.15
dishonorable;0
dishonorablely;0.14
disillusion;0.03
disillusioned;0.05
disillusionment;0.06
disillusions;0.07
disinclination;0.03
disinclined;0.02
disingenuous;0.07
disingenuously;0.17
disintegrate;0.17
disintegrated;0.03
disintegrates;0.08
disintegration;0.11
disinterest;0.12
disinterested;0.2
dislike;0.19
disliked;0.19
dislikes;0.13
disliking;0.04
dislocated;0.14
disloyal;0.03
disloyalty;0.12
dismal;0.07
dismally;0.04
dismalness;0.06
dismay;0.04
dismayed;0.04
dismaying;0.15
dismayingly;0.1
dismissive;0.03
dismissively;0.07
disobedience;0.17
disobedient;0.05
disobey;0.03
disoobedient;0.13
disorder;0.17
disordered;0.04
disorderly;0.14
disorganized;0.11
disorient;0.01
disoriented;0.03
disown;0.05
disparage;0.14
disparaging;0.19
disparagingly;0.04
dispensable;0.09
dispirit;0.11
dispirited;0.18
dispiritedly;0.11
dispiriting;0.01
displace;0.01
displaced;0.18
displease;0.15
displeased;0.15
displeasing;0.19
displeasure;0.05
disproportionate;0.14
disprove;0.18
disputable;0.11
dispute;0.09
disputed;0.19
disquiet;0.01
disquieting;0.06
disquietingly;0.04
disquietude;0.03
disregard;0.03
disregardful;0.09
disreputable;0.05
disrepute;0.14
disrespect;0.1
disrespectable;0.06
disrespectablity;0.14
disrespectful;0.07
disrespectfully;0.04
disrespectfulness;0.11
disrespecting;0.19
disrupt;0.01
disruption;0.11
disruptive;0.01
diss;0.04
dissapointed;0.1
dissappointed;0.18
dissappointing;0.1
dissatisfaction;0
dissatisfactory;0.19
dissatisfied;0.07
dissatisfies;0.1
dissatisfy;0.12
dissatisfying;0.1
dissed;0.16
dissemble;0.18
dissembler;0.04
dissension;0.19
dissent;0.13
dissenter;0.05
dissention;0.19
disservice;0.18
disses;0.12
dissidence;0.01
dissident;0.18
dissidents;0.19
dissing;0.07
dissocial;0.08
dissolute;0.02
dissolution;0.19
dissonance;0.05
dissonant;0.19
dissonantly;0.01
dissuade;0.13
dissuasive;0.1
distains;0.04
distaste;0.19
distasteful;0.1
distastefully;0.02
distort;0.08
distorted;0.11
distortion;0.15
distorts;0.13
distract;0.16
distracting;0.03
distraction;0.13
distraught;0.08
distraughtly;0.18
distraughtness;0.11
distress;0.18
distressed;0.13
distressing;0.12
distressingly;0.14
distrust;0.1
distrustful;0.15
distrusting;0.06
disturb;0.13
disturbance;0.07
disturbed;0.12
disturbing;0.13
disturbingly;0.04
disunity;0.17
disvalue;0.08
divergent;0.2
divisive;0.1
divisively;0.11
divisiveness;0.08
dizzing;0.16
dizzingly;0.13
dizzy;0.2
doddering;0.11
dodgey;0
dogged;0.16
doggedly;0.11
dogmatic;0.05
doldrums;0.06
domineer;0.13
domineering;0.04
donside;0.06
doom;0.13
doomed;0.16
doomsday;0.12
dope;0.15
doubt;0.13
doubtful;0.18
doubtfully;0.13
doubts;0.14
douchbag;0.04
douchebag;0.06
douchebags;0.05
downbeat;0.14
downcast;0.07
downer;0.1
downfall;0.05
downfallen;0.18
downgrade;0.08
downhearted;0.02
downheartedly;0.08
downhill;0.01
downside;0.05
downsides;0.11
downturn;0.07
downturns;0.11
drab;0.2
draconian;0.15
draconic;0.04
drag;0.01
dragged;0.11
dragging;0.17
dragoon;0.1
drags;0.13
drain;0.09
drained;0.04
draining;0.08
drains;0.15
drastic;0.18
drastically;0.06
drawback;0.09
drawbacks;0.11
dread;0.01
dreadful;0
dreadfully;0.11
dreadfulness;0.18
dreary;0.11
dripped;0.2
dripping;0.17
drippy;0.2
drips;0.1
drones;0.13
droop;0.04
droops;0.04
drop-out;0.16
drop-outs;0.14
dropout;0.13
dropouts;0.12
drought;0.15
drowning;0.2
drunk;0.05
drunkard;0.17
drunken;0.06
dubious;0.04
dubiously;0.05
dubitable;0.08
dud;0.05
dull;0.04
dullard;0.05
dumb;0.14
dumbfound;0.19
dump;0.16
dumped;0.1
dumping;0.02
dumps;0.05
dunce;0.01
dungeon;0.01
dungeons;0.08
dupe;0.11
dust;0.05
dusty;0.1
dwindling;0.19
dying;0.06
earsplitting;0.2
eccentric;0.14
eccentricity;0.09
effigy;0.03
effrontery;0.13
egocentric;0.18
egomania;0.13
egotism;0.09
egotistical;0
egotistically;0.01
egregious;0.1
egregiously;0.01
election-rigger;0.17
elimination;0.03
emaciated;0.19
emasculate;0.16
embarrass;0.11
embarrassing;0.09
embarrassingly;0.16
embarrassment;0.05
embattled;0.16
embroil;0.01
embroiled;0.05
embroilment;0.03
emergency;0.19
emphatic;0.16
emphatically;0.06
emptiness;0.08
encroach;0.13
encroachment;0.11
endanger;0.02
enemies;0.06
enemy;0.04
enervate;0.13
enfeeble;0.13
enflame;0.1
engulf;0.03
enjoin;0.01
enmity;0.12
enrage;0.2
enraged;0.19
enraging;0.14
enslave;0.12
entangle;0.03
entanglement;0.18
entrap;0.07
entrapment;0.13
envious;0.05
enviously;0.07
enviousness;0.06
epidemic;0.18
equivocal;0.12
erase;0.1
erode;0.02
erodes;0.1
erosion;0.01
err;0.12
errant;0.09
erratic;0.02
erratically;0.11
erroneous;0.03
erroneously;0.19
error;0.08
errors;0.02
eruptions;0.04
escapade;0.19
eschew;0.05
estranged;0.08
evade;0.12
evasion;0.07
evasive;0.15
evil;0.19
evildoer;0.08
evils;0.17
eviscerate;0.07
exacerbate;0.16
exagerate;0.01
exagerated;0.11
exagerates;0.09
exaggerate;0.03
exaggeration;0.08
exasperate;0.18
exasperated;0.17
exasperating;0.15
exasperatingly;0.08
exasperation;0.07
excessive;0.04
excessively;0.13
exclusion;0.16
excoriate;0.17
excruciating;0.09
excruciatingly;0.14
excuse;0.1
excuses;0.08
execrate;0.12
exhaust;0.15
exhausted;0.19
exhaustion;0.06
exhausts;0.04
exhorbitant;0.01
exhort;0.04
exile;0.1
exorbitant;0.02
exorbitantance;0.17
exorbitantly;0.05
expel;0.11
expensive;0.05
expire;0.09
expired;0.11
explode;0.06
exploit;0.07
exploitation;0.12
explosive;0.18
expropriate;0.12
expropriation;0.1
expulse;0.18
expunge;0.04
exterminate;0.07
extermination;0.07
extinguish;0.19
extort;0.15
extortion;0.13
extraneous;0.02
extravagance;0.14
extravagant;0.04
extravagantly;0.08
extremism;0.18
extremist;0.01
extremists;0.16
eyesore;0
f**k;0.04
fabricate;0.06
fabrication;0.01
facetious;0.13
facetiously;0.1
fail;0.08
failed;0.03
failing;0.01
fails;0.14
failure;0.04
failures;0.17
faint;0.12
fainthearted;0.01
faithless;0.09
fake;0.18
fall;0.12
fallacies;0.17
fallacious;0
fallaciously;0.13
fallaciousness;0.08
fallacy;0.08
fallen;0.12
falling;0.09
fallout;0.1
falls;0.19
false;0.16
falsehood;0
falsely;0.1
falsify;0.09
falter;0.17
faltered;0.14
famine;0.05
famished;0.2
fanatic;0.19
fanatical;0.15
fanatically;0.14
fanaticism;0.11
fanatics;0.09
fanciful;0.01
far-fetched;0.03
farce;0.07
farcical;0.11
farcical-yet-provocative;0.18
farcically;0.17
farfetched;0.04
fascism;0.08
fascist;0.16
fastidious;0.06
fastidiously;0.18
fastuous;0.09
fat;0.01
fat-cat;0.02
fat-cats;0.06
fatal;0.19
fatalistic;0.2
fatalistically;0.14
fatally;0.05
fatcat;0.04
fatcats;0.11
fateful;0.03
fatefully;0.03
fathomless;0.07
fatigue;0.1
fatigued;0.08
fatique;0.03
fatty;0.05
fatuity;0.1
fatuous;0.17
fatuously;0.05
fault;0.02
faults;0.05
faulty;0.03
fawningly;0.19
faze;0.11
fear;0.15
fearful;0.13
fearfully;0.11
fears;0.1
fearsome;0.1
feckless;0
feeble;0.16
feeblely;0.17
feebleminded;0.1
feign;0.05
feint;0.16
fell;0.02
felon;0.1
felonious;0.03
ferociously;0.03
ferocity;0.11
fetid;0.11
fever;0.08
feverish;0.13
fevers;0.01
fiasco;0.19
fib;0.06
fibber;0.19
fickle;0.13
fiction;0.12
fictional;0.16
fictitious;0.09
fidget;0.01
fidgety;0.03
fiend;0.09
fiendish;0.15
fierce;0.03
figurehead;0.12
filth;0.11
filthy;0.17
finagle;0
finicky;0.04
fissures;0.04
fist;0.01
flabbergast;0.07
flabbergasted;0.14
